study_minutes,workout_minutes,entertainment_minutes,scrolling_minutes,sleep_minutes,mood,label
106,38,91,7,391,Energetic,Productive
85,4,154,57,406,Sad,Leisure
89,51,99,114,421,Happy,Leisure
138,83,191,95,338,Happy,Leisure
154,31,131,21,410,Sad,Productive
133,4,40,1,351,Neutral,Productive
169,80,47,60,356,Sad,Productive
145,3,32,60,388,Tired,Productive
77,30,169,76,375,Happy,Leisure
119,17,12,79,382,Energetic,Productive
103,40,122,99,456,Neutral,Leisure
84,39,198,44,453,Sad,Leisure
40,50,115,163,340,Energetic,Leisure
140,70,184,166,406,Energetic,Leisure
4,15,200,7,358,Energetic,Leisure
163,28,47,46,436,Neutral,Productive
69,18,95,11,328,Sad,Leisure
82,56,109,89,434,Sad,Leisure
164,76,187,17,450,Energetic,Productive
101,70,83,111,360,Tired,Leisure
60,31,62,76,405,Tired,Leisure
103,39,41,122,309,Happy,Leisure
166,28,142,7,359,Neutral,Productive
3,90,107,126,367,Neutral,Leisure
98,18,71,177,461,Sad,Leisure
32,69,110,172,405,Happy,Leisure
176,51,107,0,358,Sad,Productive
5,71,90,19,309,Happy,Leisure
126,12,67,137,413,Energetic,Leisure
29,78,118,153,417,Neutral,Leisure
67,46,163,6,402,Neutral,Leisure
11,62,227,31,332,Energetic,Leisure
128,59,139,44,427,Tired,Productive
160,90,83,6,319,Energetic,Productive
106,5,147,46,379,Sad,Leisure
158,12,224,175,345,Sad,Leisure
170,44,104,14,340,Energetic,Productive
123,42,202,29,414,Sad,Leisure
148,27,52,68,355,Neutral,Productive
109,44,115,109,305,Tired,Leisure
42,37,41,19,464,Energetic,Productive
11,42,228,12,344,Energetic,Leisure
83,45,138,52,323,Neutral,Leisure
83,82,135,76,345,Energetic,Leisure
36,30,35,4,460,Sad,Productive
111,82,77,18,335,Sad,Productive
50,89,7,98,398,Energetic,Productive
147,53,219,128,463,Tired,Leisure
11,19,157,11,329,Neutral,Leisure
38,54,217,156,438,Energetic,Leisure
28,72,177,36,364,Neutral,Leisure
110,64,207,104,340,Neutral,Leisure
95,2,127,4,325,Happy,Leisure
144,74,151,144,366,Tired,Leisure
85,80,19,134,452,Neutral,Productive
173,15,117,138,407,Happy,Leisure
132,27,64,113,354,Happy,Leisure
166,20,110,163,397,Sad,Leisure
97,87,230,69,352,Tired,Leisure
12,35,165,94,392,Energetic,Leisure
116,61,29,62,470,Energetic,Productive
162,1,206,111,422,Happy,Leisure
176,20,16,145,368,Energetic,Productive
111,37,215,109,408,Sad,Leisure
167,90,171,80,315,Sad,Productive
35,56,219,167,326,Tired,Leisure
28,26,45,32,450,Tired,Leisure
125,62,149,149,402,Neutral,Leisure
119,21,78,170,419,Happy,Leisure
89,2,4,18,392,Happy,Productive
141,90,0,141,407,Energetic,Productive
22,38,207,5,345,Neutral,Leisure
129,7,149,23,371,Happy,Leisure
70,71,185,97,330,Neutral,Leisure
104,19,121,28,423,Tired,Leisure
155,83,165,120,382,Tired,Leisure
172,55,75,101,471,Happy,Productive
71,50,45,55,405,Neutral,Productive
101,81,236,90,415,Energetic,Leisure
160,72,27,151,408,Sad,Productive
166,49,171,87,396,Sad,Leisure
37,53,74,80,418,Sad,Leisure
111,48,201,159,463,Energetic,Leisure
89,86,86,148,380,Happy,Leisure
89,3,200,56,412,Sad,Leisure
147,15,5,24,448,Neutral,Productive
133,1,67,37,342,Neutral,Productive
43,8,224,94,384,Energetic,Leisure
21,64,231,16,444,Energetic,Leisure
107,34,64,167,402,Energetic,Leisure
107,48,166,65,312,Sad,Leisure
22,22,222,67,436,Energetic,Leisure
174,61,221,142,392,Sad,Leisure
179,14,105,140,461,Happy,Leisure
21,75,239,167,312,Neutral,Leisure
148,30,178,6,428,Energetic,Leisure
179,69,209,138,358,Tired,Leisure
80,5,118,58,326,Tired,Leisure
152,49,51,129,457,Happy,Productive
115,69,10,106,332,Energetic,Productive
71,73,134,95,473,Energetic,Leisure
165,27,231,130,339,Happy,Leisure
132,20,223,162,397,Tired,Leisure
130,11,60,150,439,Tired,Leisure
117,31,1,63,324,Energetic,Productive
167,69,162,0,402,Tired,Productive
113,77,234,86,444,Happy,Leisure
157,55,70,103,442,Energetic,Productive
52,20,98,149,383,Happy,Leisure
158,81,180,53,449,Sad,Productive
157,14,216,65,322,Energetic,Leisure
98,53,52,152,434,Energetic,Leisure
134,90,35,70,331,Tired,Productive
103,19,179,111,422,Neutral,Leisure
173,20,91,15,348,Sad,Productive
148,21,11,27,356,Happy,Productive
105,51,174,156,423,Neutral,Leisure
87,34,107,172,387,Energetic,Leisure
70,90,179,58,354,Happy,Leisure
27,68,28,139,433,Neutral,Leisure
170,82,160,39,423,Energetic,Productive
95,32,189,123,432,Energetic,Leisure
178,15,3,97,339,Sad,Productive
147,3,64,91,387,Tired,Leisure
105,43,24,113,352,Happy,Productive
54,23,87,110,311,Tired,Leisure
50,68,112,45,422,Happy,Leisure
147,0,181,52,354,Happy,Leisure
164,64,92,95,323,Tired,Productive
21,35,94,133,337,Energetic,Leisure
11,55,69,150,458,Energetic,Leisure
178,53,202,178,307,Sad,Leisure
6,53,88,87,444,Tired,Leisure
121,52,211,2,454,Neutral,Leisure
72,71,197,42,402,Neutral,Leisure
105,69,179,45,374,Energetic,Leisure
31,74,239,47,410,Tired,Leisure
98,30,189,47,337,Tired,Leisure
128,43,106,128,312,Neutral,Leisure
168,24,14,155,376,Tired,Productive
35,34,3,25,413,Neutral,Productive
137,44,30,44,332,Happy,Productive
54,12,95,36,409,Neutral,Leisure
48,45,185,29,376,Neutral,Leisure
139,51,71,79,401,Happy,Productive
92,9,92,155,393,Energetic,Leisure
16,39,65,34,457,Neutral,Leisure
90,84,234,132,417,Happy,Leisure
140,56,62,84,419,Energetic,Productive
84,56,114,3,420,Happy,Productive
59,27,56,157,385,Neutral,Leisure
108,76,76,152,315,Energetic,Leisure
25,68,88,155,384,Energetic,Leisure
170,87,234,52,392,Happy,Leisure
150,60,118,9,406,Sad,Productive
149,0,177,143,378,Tired,Leisure
72,46,4,41,426,Energetic,Productive
22,34,118,64,341,Neutral,Leisure
37,18,10,13,325,Sad,Productive
120,23,178,110,373,Energetic,Leisure
176,78,60,76,471,Happy,Productive
21,1,160,88,302,Happy,Leisure
155,73,57,135,418,Tired,Productive
45,76,89,163,372,Tired,Leisure
2,39,43,130,418,Happy,Leisure
85,17,208,131,318,Happy,Leisure
62,45,11,147,308,Happy,Leisure
154,9,115,41,376,Energetic,Productive
87,55,4,157,355,Neutral,Leisure
145,35,228,157,350,Tired,Leisure
68,79,116,73,463,Sad,Leisure
143,40,171,101,331,Happy,Leisure
46,62,60,120,401,Happy,Leisure
96,44,68,71,429,Tired,Productive
1,88,157,107,351,Energetic,Leisure
57,15,195,41,382,Sad,Leisure
135,8,145,110,391,Sad,Leisure
85,86,140,138,405,Neutral,Leisure
14,10,236,131,344,Happy,Leisure
19,60,219,177,473,Tired,Leisure
103,30,61,28,329,Happy,Productive
27,39,8,65,423,Sad,Leisure
86,37,193,55,382,Sad,Leisure
177,78,64,12,372,Neutral,Productive
68,34,21,11,359,Sad,Productive
10,9,150,52,360,Sad,Leisure
174,89,203,56,342,Happy,Productive
10,67,186,177,388,Energetic,Leisure
20,57,128,22,318,Neutral,Leisure
145,87,128,139,480,Sad,Leisure
106,44,93,176,362,Neutral,Leisure
116,19,186,72,337,Happy,Leisure
24,68,70,78,476,Sad,Leisure
169,14,68,72,448,Sad,Productive
150,73,172,179,349,Energetic,Leisure
101,12,176,67,371,Happy,Leisure
71,59,236,92,380,Tired,Leisure
166,90,7,9,419,Energetic,Productive
98,0,122,152,398,Tired,Leisure
59,58,47,176,342,Happy,Leisure
12,2,231,21,440,Neutral,Leisure
64,88,38,29,390,Happy,Productive
30,6,5,16,472,Neutral,Productive
31,7,104,71,363,Happy,Leisure
169,15,21,139,387,Neutral,Productive
175,42,196,163,400,Energetic,Leisure
80,6,17,82,436,Energetic,Leisure
13,63,199,50,426,Tired,Leisure
87,36,72,165,334,Sad,Leisure
78,89,184,99,474,Happy,Leisure
81,19,182,3,460,Sad,Leisure
125,33,36,2,470,Sad,Productive
176,68,115,37,381,Neutral,Productive
50,24,41,95,389,Tired,Leisure
143,89,236,90,441,Sad,Leisure
81,4,212,131,389,Neutral,Leisure
81,63,206,39,319,Neutral,Leisure
2,21,96,116,468,Tired,Leisure
9,83,35,174,376,Sad,Leisure
180,18,128,143,425,Neutral,Leisure
134,10,110,139,444,Tired,Leisure
142,33,197,160,357,Neutral,Leisure
92,6,187,47,328,Happy,Leisure
122,80,159,104,441,Happy,Leisure
49,30,223,26,475,Tired,Leisure
119,39,158,37,322,Tired,Leisure
94,9,231,81,324,Happy,Leisure
58,76,20,169,367,Energetic,Leisure
20,43,74,153,339,Happy,Leisure
156,4,39,17,475,Sad,Productive
24,82,206,105,306,Tired,Leisure
9,43,163,16,375,Tired,Leisure
114,83,34,174,325,Energetic,Leisure
20,53,25,37,473,Sad,Productive
58,3,58,164,305,Tired,Leisure
151,35,116,168,460,Neutral,Leisure
177,85,198,36,472,Happy,Productive
67,80,179,149,332,Energetic,Leisure
104,68,139,3,458,Sad,Productive
2,84,230,14,346,Energetic,Leisure
148,24,56,111,364,Happy,Productive
72,89,190,106,314,Neutral,Leisure
46,20,97,130,459,Neutral,Leisure
9,49,57,106,399,Happy,Leisure
82,15,22,129,364,Happy,Leisure
22,22,186,94,385,Energetic,Leisure
133,6,211,66,300,Neutral,Leisure
40,69,33,58,301,Happy,Productive
162,74,62,125,349,Sad,Productive
58,23,129,95,417,Tired,Leisure
141,86,98,32,371,Sad,Productive
14,38,53,19,469,Energetic,Leisure
28,20,68,147,404,Happy,Leisure
97,73,90,35,380,Neutral,Productive
46,27,148,19,397,Energetic,Leisure
68,20,80,2,323,Tired,Productive
65,83,9,103,364,Neutral,Productive
75,23,172,84,479,Energetic,Leisure
11,42,169,7,373,Happy,Leisure
68,20,129,166,374,Happy,Leisure
97,40,214,53,396,Energetic,Leisure
3,89,97,159,359,Sad,Leisure
3,6,201,152,393,Sad,Leisure
53,7,139,123,304,Sad,Leisure
47,14,48,113,461,Sad,Leisure
95,81,118,59,428,Neutral,Leisure
168,45,57,138,478,Energetic,Productive
37,54,17,111,433,Neutral,Leisure
9,66,102,151,337,Happy,Leisure
94,47,58,165,402,Energetic,Leisure
140,51,70,155,434,Happy,Leisure
82,59,0,83,369,Neutral,Productive
120,5,7,143,363,Tired,Leisure
1,56,65,92,390,Tired,Leisure
143,45,146,38,432,Tired,Productive
179,20,71,52,406,Sad,Productive
34,50,155,110,460,Neutral,Leisure
8,84,61,172,410,Energetic,Leisure
91,79,85,32,452,Neutral,Productive
128,39,216,156,399,Tired,Leisure
118,39,174,180,398,Neutral,Leisure
77,42,103,28,328,Energetic,Leisure
7,70,229,135,463,Happy,Leisure
71,51,123,142,314,Happy,Leisure
12,45,193,136,471,Sad,Leisure
18,53,143,122,341,Tired,Leisure
144,57,17,71,458,Happy,Productive
25,21,169,85,462,Energetic,Leisure
107,27,49,77,438,Tired,Productive
17,3,48,79,470,Sad,Leisure
4,30,72,47,328,Neutral,Leisure
65,84,104,21,427,Neutral,Productive
32,28,81,7,405,Neutral,Leisure
23,22,5,168,341,Energetic,Leisure
58,83,127,12,418,Energetic,Productive
82,63,60,121,407,Neutral,Leisure
24,53,36,174,472,Energetic,Leisure
87,29,203,67,368,Energetic,Leisure
33,70,151,160,407,Happy,Leisure
174,88,188,24,421,Energetic,Productive
69,77,88,2,350,Sad,Productive
101,86,26,82,473,Tired,Productive
100,34,172,24,477,Sad,Leisure
114,42,78,21,372,Sad,Productive
115,40,237,134,382,Happy,Leisure
77,73,230,60,383,Energetic,Leisure
78,37,36,128,350,Energetic,Leisure
179,7,20,179,303,Neutral,Leisure
96,65,115,77,455,Energetic,Leisure
173,83,77,73,399,Energetic,Productive
32,57,167,143,333,Tired,Leisure
119,47,35,23,365,Neutral,Productive
103,46,235,111,388,Sad,Leisure
87,1,21,53,457,Energetic,Productive
141,67,212,93,339,Happy,Leisure
110,16,161,107,420,Sad,Leisure
95,45,187,107,456,Happy,Leisure
18,72,4,14,468,Happy,Productive
23,54,42,99,431,Happy,Leisure
167,55,190,128,455,Neutral,Leisure
131,65,99,96,303,Happy,Productive
56,37,237,96,336,Neutral,Leisure
58,65,234,93,436,Tired,Leisure
26,3,132,149,424,Energetic,Leisure
136,16,47,54,339,Tired,Productive
171,79,183,76,447,Tired,Leisure
117,34,83,21,353,Sad,Productive
159,0,20,179,426,Tired,Leisure
65,6,51,101,371,Happy,Leisure
49,21,236,89,447,Tired,Leisure
3,84,187,12,374,Neutral,Leisure
177,55,83,137,447,Sad,Productive
12,56,62,172,437,Energetic,Leisure
171,87,29,74,378,Energetic,Productive
110,15,37,174,318,Happy,Leisure
43,24,87,41,380,Happy,Leisure
117,82,44,106,446,Happy,Productive
162,17,37,165,389,Energetic,Leisure
19,17,152,21,358,Energetic,Leisure
21,45,67,130,335,Sad,Leisure
25,62,15,136,365,Sad,Leisure
66,7,236,51,311,Energetic,Leisure
177,42,181,52,403,Energetic,Leisure
115,16,103,107,424,Sad,Leisure
91,68,135,157,478,Happy,Leisure
109,83,175,91,407,Happy,Leisure
93,50,19,145,367,Neutral,Leisure
110,2,79,50,324,Energetic,Leisure
91,23,74,23,309,Neutral,Productive
105,29,214,71,340,Sad,Leisure
176,3,202,8,440,Tired,Leisure
78,79,69,160,460,Happy,Leisure
158,53,116,12,364,Neutral,Productive
157,88,51,19,479,Neutral,Productive
112,11,214,68,445,Happy,Leisure
53,79,209,10,406,Happy,Leisure
117,55,14,142,440,Tired,Productive
125,7,101,157,406,Happy,Leisure
49,42,218,106,398,Happy,Leisure
99,56,144,128,352,Energetic,Leisure
163,17,65,112,330,Happy,Productive
122,70,2,31,383,Sad,Productive
62,73,171,180,399,Neutral,Leisure
176,72,114,158,392,Energetic,Leisure
130,61,62,56,388,Energetic,Productive
132,70,211,17,389,Happy,Leisure
35,30,75,121,403,Energetic,Leisure
90,7,56,169,327,Happy,Leisure
8,73,53,157,418,Neutral,Leisure
54,18,158,134,415,Happy,Leisure
19,14,69,49,346,Sad,Leisure
110,37,59,72,479,Happy,Productive
93,53,35,130,399,Sad,Leisure
77,7,172,161,360,Neutral,Leisure
26,35,52,148,421,Sad,Leisure
72,77,184,163,475,Happy,Leisure
11,39,177,146,332,Neutral,Leisure
100,30,154,50,409,Energetic,Leisure
12,66,218,121,444,Tired,Leisure
55,5,30,156,477,Energetic,Leisure
36,80,236,16,434,Energetic,Leisure
180,90,64,37,411,Sad,Productive
158,89,231,27,427,Tired,Leisure
17,25,214,156,330,Happy,Leisure
155,82,100,77,316,Energetic,Productive
94,8,123,157,382,Happy,Leisure
117,86,32,9,388,Sad,Productive
62,54,29,67,328,Energetic,Productive
10,79,163,168,347,Sad,Leisure
73,21,177,143,474,Neutral,Leisure
142,54,199,56,439,Sad,Leisure
128,70,75,62,383,Energetic,Productive
32,80,17,175,394,Energetic,Leisure
12,77,71,71,385,Energetic,Leisure
12,65,164,25,332,Energetic,Leisure
179,33,210,1,307,Sad,Productive
106,61,101,91,358,Neutral,Leisure
117,35,53,116,470,Energetic,Leisure
149,73,86,77,342,Happy,Productive
171,69,149,114,441,Happy,Leisure
172,44,35,23,324,Energetic,Productive
93,19,94,144,433,Sad,Leisure
1,37,236,45,385,Sad,Leisure
33,53,114,122,325,Sad,Leisure
19,48,36,36,421,Tired,Leisure
30,22,9,30,464,Energetic,Productive
38,37,107,156,369,Neutral,Leisure
79,70,216,83,437,Tired,Leisure
40,62,73,84,330,Happy,Leisure
96,35,105,161,345,Happy,Leisure
98,53,201,13,419,Happy,Leisure
10,58,141,87,311,Energetic,Leisure
40,40,202,18,360,Energetic,Leisure
90,16,199,11,440,Sad,Leisure
142,90,66,41,300,Tired,Productive
16,57,105,80,458,Energetic,Leisure
124,86,78,121,396,Sad,Productive
128,89,23,98,315,Sad,Productive
175,45,133,83,431,Tired,Productive
1,58,172,157,377,Neutral,Leisure
175,87,14,3,396,Tired,Productive
76,48,97,34,435,Sad,Leisure
34,41,76,148,365,Neutral,Leisure
13,56,202,107,365,Tired,Leisure
86,51,134,148,383,Happy,Leisure
5,52,212,30,349,Energetic,Leisure
74,6,208,18,392,Sad,Leisure
77,50,199,84,334,Tired,Leisure
118,11,159,4,335,Energetic,Leisure
110,11,174,78,462,Energetic,Leisure
90,26,166,12,434,Sad,Leisure
176,19,69,122,416,Tired,Productive
25,22,171,23,311,Sad,Leisure
89,12,178,160,422,Sad,Leisure
102,49,101,110,439,Tired,Leisure
14,76,84,145,414,Tired,Leisure
120,68,121,42,436,Happy,Productive
63,11,116,153,426,Energetic,Leisure
163,25,91,114,404,Neutral,Leisure
84,46,49,171,336,Energetic,Leisure
16,79,124,22,346,Happy,Leisure
122,55,213,111,436,Neutral,Leisure
162,22,98,135,307,Sad,Leisure
75,84,54,166,391,Tired,Leisure
152,89,239,125,391,Neutral,Leisure
144,60,206,136,423,Energetic,Leisure
123,24,93,22,431,Neutral,Productive
74,13,4,155,440,Tired,Leisure
142,61,54,71,332,Neutral,Productive
33,7,92,138,342,Sad,Leisure
141,22,114,40,355,Happy,Productive
115,25,211,105,403,Sad,Leisure
149,86,52,157,341,Tired,Productive
175,28,176,2,367,Sad,Productive
104,16,138,165,446,Happy,Leisure
114,7,95,96,356,Sad,Leisure
101,21,18,31,374,Energetic,Productive
13,64,119,43,367,Sad,Leisure
125,71,203,142,301,Neutral,Leisure
51,87,82,76,406,Neutral,Leisure
142,37,223,76,315,Neutral,Leisure
72,46,212,47,465,Sad,Leisure
176,82,77,91,425,Sad,Productive
161,2,141,13,400,Neutral,Productive
163,72,106,100,386,Neutral,Productive
129,36,31,12,343,Tired,Productive
86,50,231,91,403,Tired,Leisure
10,43,164,147,467,Tired,Leisure
77,38,206,21,438,Neutral,Leisure
38,78,80,49,457,Sad,Leisure
144,6,137,157,431,Happy,Leisure
102,54,126,12,462,Happy,Productive
118,55,115,29,308,Neutral,Productive
20,90,103,89,387,Tired,Leisure
38,42,69,56,324,Sad,Leisure
84,22,111,110,349,Happy,Leisure
110,74,98,111,394,Energetic,Leisure
81,7,124,88,370,Neutral,Leisure
127,41,169,136,385,Energetic,Leisure
20,75,41,33,469,Happy,Productive
91,44,218,18,305,Neutral,Leisure
60,48,125,0,450,Energetic,Leisure
62,69,89,1,400,Tired,Productive
105,15,28,115,369,Happy,Leisure
124,52,228,178,402,Neutral,Leisure
162,33,14,132,459,Energetic,Productive
165,54,109,35,460,Happy,Productive
119,69,237,1,395,Energetic,Leisure
98,33,84,104,313,Tired,Leisure
113,19,162,105,425,Energetic,Leisure
164,68,203,59,470,Energetic,Leisure
116,49,149,67,371,Neutral,Leisure
58,4,178,151,423,Sad,Leisure
93,82,143,29,467,Energetic,Productive
90,85,230,144,477,Energetic,Leisure
67,9,183,76,309,Tired,Leisure
17,32,120,153,427,Energetic,Leisure
42,72,232,31,416,Neutral,Leisure
48,37,37,117,309,Energetic,Leisure
73,19,154,164,328,Energetic,Leisure
110,31,190,77,422,Sad,Leisure
163,2,34,45,459,Sad,Productive
121,63,144,36,341,Tired,Productive
100,66,196,82,325,Tired,Leisure
170,53,128,116,413,Energetic,Leisure
149,64,108,7,432,Neutral,Productive
114,7,214,53,410,Neutral,Leisure
60,68,157,95,380,Happy,Leisure
114,26,45,109,333,Sad,Leisure
91,4,28,67,355,Tired,Leisure
88,17,197,73,308,Neutral,Leisure
153,2,213,60,457,Tired,Leisure
106,63,29,34,476,Sad,Productive
176,24,81,104,319,Neutral,Productive
20,0,3,88,373,Happy,Leisure
15,51,174,60,361,Neutral,Leisure
132,26,80,168,306,Happy,Leisure
131,37,103,139,472,Sad,Leisure
47,45,132,11,479,Tired,Leisure
122,8,38,40,312,Sad,Productive
63,2,104,135,396,Sad,Leisure
141,44,132,90,451,Sad,Leisure
109,22,72,79,406,Happy,Leisure
163,48,65,61,301,Happy,Productive
128,58,165,133,321,Energetic,Leisure
112,57,124,35,435,Neutral,Productive
64,86,121,118,325,Happy,Leisure
144,33,134,177,330,Neutral,Leisure
7,76,74,63,388,Sad,Leisure
15,64,156,117,402,Sad,Leisure
36,29,163,125,442,Tired,Leisure
119,9,109,150,373,Neutral,Leisure
118,49,163,105,316,Tired,Leisure
34,49,0,39,352,Energetic,Productive
43,65,171,39,348,Neutral,Leisure
171,64,183,42,322,Tired,Productive
0,50,195,152,302,Tired,Leisure
53,1,201,25,460,Energetic,Leisure
0,8,126,7,390,Tired,Leisure
3,13,170,18,374,Happy,Leisure
125,75,152,11,425,Happy,Productive
26,29,120,125,363,Energetic,Leisure
129,32,95,74,370,Tired,Leisure
115,34,227,87,445,Energetic,Leisure
109,45,59,81,413,Sad,Productive
177,33,14,16,342,Sad,Productive
131,87,166,65,469,Sad,Leisure
11,56,152,6,427,Neutral,Leisure
76,18,223,159,382,Happy,Leisure
110,85,167,106,438,Happy,Leisure
99,86,25,138,344,Happy,Productive
165,9,240,42,306,Energetic,Leisure
33,59,194,41,390,Energetic,Leisure
28,14,235,49,326,Happy,Leisure
97,46,142,107,341,Happy,Leisure
95,48,185,168,317,Energetic,Leisure
106,30,85,113,435,Happy,Leisure
177,43,230,44,468,Happy,Leisure
178,14,206,76,463,Tired,Leisure
135,85,211,169,477,Happy,Leisure
68,35,179,68,414,Energetic,Leisure
41,68,108,180,388,Happy,Leisure
33,57,185,59,383,Energetic,Leisure
22,53,106,79,464,Happy,Leisure
161,46,34,148,376,Tired,Productive
175,64,57,139,437,Neutral,Productive
128,45,199,58,427,Happy,Leisure
51,86,113,118,374,Energetic,Leisure
157,5,156,23,348,Neutral,Leisure
69,24,2,40,387,Tired,Productive
70,55,211,54,375,Neutral,Leisure
171,22,53,85,378,Energetic,Productive
45,28,170,122,364,Happy,Leisure
170,54,176,45,459,Sad,Productive
40,1,136,24,332,Energetic,Leisure
158,31,135,162,413,Neutral,Leisure
43,26,76,88,428,Happy,Leisure
49,88,230,97,476,Sad,Leisure
94,76,44,68,304,Happy,Productive
99,40,234,106,367,Energetic,Leisure
96,59,179,54,364,Tired,Leisure
159,61,155,105,311,Neutral,Leisure
102,12,58,161,367,Sad,Leisure
16,45,181,130,330,Tired,Leisure
169,27,182,161,457,Neutral,Leisure
103,33,124,66,384,Happy,Leisure
121,43,135,89,324,Sad,Leisure
118,5,196,22,388,Happy,Leisure
115,60,239,86,473,Tired,Leisure
176,86,233,15,435,Tired,Productive
16,77,189,123,448,Happy,Leisure
163,28,99,56,377,Happy,Productive
78,1,239,153,479,Neutral,Leisure
138,6,25,87,430,Tired,Productive
126,58,16,153,341,Tired,Productive
22,20,37,140,368,Happy,Leisure
100,67,232,21,442,Neutral,Leisure
156,79,132,9,314,Tired,Productive
35,43,189,101,470,Tired,Leisure
133,6,115,117,468,Neutral,Leisure
8,2,36,84,448,Energetic,Leisure
31,81,64,32,381,Neutral,Productive
71,26,161,0,326,Sad,Leisure
26,74,46,48,452,Energetic,Productive
118,54,113,4,334,Sad,Productive
86,76,185,178,338,Neutral,Leisure
122,77,179,116,367,Sad,Leisure
125,34,201,149,460,Neutral,Leisure
50,75,189,87,332,Tired,Leisure
21,66,77,169,350,Neutral,Leisure
29,13,8,159,334,Tired,Leisure
175,0,173,8,417,Tired,Leisure
70,27,40,53,365,Energetic,Productive
158,30,166,112,415,Happy,Leisure
11,27,75,167,384,Sad,Leisure
8,76,48,170,344,Energetic,Leisure
100,73,230,100,380,Sad,Leisure
180,14,101,35,351,Energetic,Productive
3,25,44,108,430,Energetic,Leisure
119,36,4,13,465,Sad,Productive
115,67,234,11,323,Tired,Leisure
162,63,186,168,414,Neutral,Leisure
110,77,114,169,315,Happy,Leisure
98,63,61,15,479,Neutral,Productive
126,84,4,169,321,Happy,Productive
30,75,30,21,347,Tired,Productive
168,87,169,151,467,Happy,Leisure
70,29,116,27,367,Tired,Leisure
9,88,20,117,467,Tired,Leisure
41,36,24,24,467,Neutral,Productive
175,50,48,167,322,Energetic,Productive
10,45,115,134,434,Happy,Leisure
30,89,103,127,435,Neutral,Leisure
39,16,187,45,376,Neutral,Leisure
174,6,24,168,374,Tired,Leisure
31,26,121,101,360,Neutral,Leisure
50,53,8,48,314,Tired,Productive
65,9,175,118,318,Sad,Leisure
37,49,58,54,452,Neutral,Leisure
109,24,164,146,422,Sad,Leisure
43,67,18,179,343,Energetic,Leisure
75,16,185,151,357,Tired,Leisure
115,73,150,21,378,Sad,Productive
12,17,92,169,341,Neutral,Leisure
139,64,101,23,383,Tired,Productive
57,52,73,19,324,Energetic,Productive
45,42,210,26,422,Neutral,Leisure
56,36,234,2,406,Tired,Leisure
127,34,67,172,377,Energetic,Leisure
168,42,3,154,333,Tired,Productive
146,0,120,20,388,Energetic,Productive
171,45,104,67,397,Happy,Productive
38,4,190,163,383,Happy,Leisure
96,12,228,113,381,Energetic,Leisure
85,81,67,61,395,Energetic,Productive
73,72,226,57,394,Tired,Leisure
98,58,54,114,422,Neutral,Leisure
91,10,210,173,473,Neutral,Leisure
154,0,237,75,343,Neutral,Leisure
102,14,165,85,399,Tired,Leisure
86,28,23,135,327,Neutral,Leisure
115,16,146,118,469,Sad,Leisure
179,64,152,109,359,Neutral,Leisure
135,63,220,94,399,Energetic,Leisure
80,34,205,171,300,Sad,Leisure
147,29,214,137,422,Energetic,Leisure
156,86,225,12,353,Tired,Productive
45,30,21,122,431,Happy,Leisure
150,7,234,29,305,Energetic,Leisure
58,68,50,79,469,Neutral,Leisure
26,53,52,143,422,Happy,Leisure
53,8,180,90,419,Energetic,Leisure
136,46,223,155,478,Sad,Leisure
78,23,157,26,400,Sad,Leisure
83,42,206,46,431,Sad,Leisure
66,35,205,96,386,Happy,Leisure
40,43,179,42,476,Neutral,Leisure
128,43,106,100,448,Happy,Leisure
153,20,193,118,387,Energetic,Leisure
148,16,25,109,406,Energetic,Productive
128,5,11,131,337,Happy,Leisure
41,0,34,37,388,Tired,Leisure
66,49,51,53,355,Neutral,Productive
26,69,220,76,375,Energetic,Leisure
20,88,185,68,316,Sad,Leisure
79,77,33,131,401,Sad,Leisure
43,11,106,2,406,Sad,Leisure
83,51,16,170,330,Neutral,Leisure
134,90,115,105,442,Energetic,Productive
168,55,120,63,312,Energetic,Productive
116,17,162,50,421,Tired,Leisure
42,89,25,165,332,Energetic,Leisure
126,23,133,35,433,Tired,Leisure
175,69,0,129,349,Sad,Productive
119,12,32,37,440,Happy,Productive
98,87,93,155,429,Energetic,Leisure
90,39,80,172,362,Tired,Leisure
141,52,27,30,373,Neutral,Productive
46,19,37,74,434,Happy,Leisure
96,17,213,54,343,Happy,Leisure
53,70,10,126,396,Neutral,Leisure
82,18,188,85,428,Happy,Leisure
23,38,73,158,465,Tired,Leisure
108,70,230,98,371,Happy,Leisure
152,35,65,141,461,Sad,Leisure
175,42,89,4,468,Neutral,Productive
175,68,219,2,351,Energetic,Productive
90,33,69,99,412,Tired,Leisure
50,51,10,38,347,Tired,Productive
48,90,79,19,429,Neutral,Productive
77,25,82,80,377,Happy,Leisure
157,26,34,45,321,Tired,Productive
52,50,87,6,424,Tired,Productive
105,54,47,0,304,Energetic,Productive
41,14,225,17,310,Sad,Leisure
143,40,240,168,438,Tired,Leisure
4,55,179,0,435,Energetic,Leisure
104,47,45,122,327,Tired,Leisure
145,17,14,114,339,Tired,Productive
44,24,171,30,359,Energetic,Leisure
161,69,93,9,378,Neutral,Productive
76,1,94,110,325,Energetic,Leisure
66,13,188,14,459,Energetic,Leisure
6,19,0,58,314,Sad,Leisure
95,33,104,61,445,Neutral,Leisure
142,47,144,170,412,Happy,Leisure
152,31,209,62,329,Sad,Leisure
5,18,54,24,462,Happy,Leisure
