study_minutes,workout_minutes,entertainment_minutes,scrolling_minutes,sleep_minutes,mood,label
135,88,196,37,463,Happy,Leisure
78,64,97,90,315,Sad,Leisure
103,18,47,63,341,Energetic,Productive
100,12,98,44,346,Neutral,Leisure
92,84,79,74,332,Neutral,Productive
128,21,186,11,357,Happy,Leisure
134,23,142,139,364,Neutral,Leisure
5,56,23,41,399,Neutral,Leisure
180,65,225,174,444,Neutral,Leisure
88,28,81,128,390,Neutral,Leisure
31,60,215,118,436,Sad,Leisure
25,32,176,167,411,Happy,Leisure
96,88,217,91,323,Energetic,Leisure
97,25,203,148,309,Neutral,Leisure
86,75,220,105,358,Neutral,Leisure
102,52,158,20,401,Happy,Leisure
21,44,134,21,357,Tired,Leisure
105,62,52,32,453,Neutral,Productive
161,33,43,40,406,Happy,Productive
157,51,144,152,466,Sad,Leisure
173,72,120,117,412,Sad,Productive
175,73,4,71,414,Energetic,Productive
126,62,228,70,347,Sad,Leisure
162,27,177,152,410,Energetic,Leisure
168,54,177,92,419,Tired,Leisure
70,51,26,58,383,Neutral,Productive
124,17,214,60,353,Happy,Leisure
92,35,57,160,305,Happy,Leisure
20,19,177,99,368,Happy,Leisure
128,62,138,131,310,Energetic,Leisure
50,39,20,114,421,Energetic,Leisure
77,12,105,147,477,Tired,Leisure
163,78,185,101,345,Tired,Leisure
154,90,31,115,377,Neutral,Productive
74,18,128,87,438,Energetic,Leisure
54,86,96,12,374,Sad,Productive
88,21,90,66,449,Energetic,Leisure
175,53,82,85,314,Neutral,Productive
98,78,129,178,451,Energetic,Leisure
95,37,139,172,352,Neutral,Leisure
41,42,195,29,437,Tired,Leisure
155,10,211,62,316,Happy,Leisure
102,43,156,57,404,Sad,Leisure
161,58,59,96,410,Neutral,Productive
81,2,213,134,338,Happy,Leisure
155,7,153,105,408,Happy,Leisure
21,48,221,177,300,Sad,Leisure
62,37,207,179,392,Sad,Leisure
9,88,156,170,460,Tired,Leisure
75,77,112,7,479,Sad,Productive
16,50,167,46,332,Tired,Leisure
95,27,214,129,456,Energetic,Leisure
5,84,101,20,335,Happy,Leisure
75,61,16,7,372,Happy,Productive
12,13,13,165,392,Tired,Leisure
154,80,119,145,419,Tired,Leisure
177,74,149,5,341,Happy,Productive
129,52,112,110,356,Neutral,Leisure
24,62,157,47,414,Tired,Leisure
101,30,233,174,336,Tired,Leisure
130,80,126,92,358,Happy,Leisure
156,33,28,27,420,Tired,Productive
65,9,110,157,392,Tired,Leisure
89,16,79,67,367,Energetic,Leisure
91,84,109,35,386,Happy,Productive
128,40,153,117,305,Tired,Leisure
163,64,29,19,446,Tired,Productive
139,73,102,66,478,Happy,Productive
147,67,169,23,390,Happy,Productive
106,35,131,48,350,Neutral,Leisure
177,72,236,138,450,Energetic,Leisure
180,47,90,108,408,Tired,Productive
32,24,24,50,311,Energetic,Leisure
37,86,10,81,444,Sad,Productive
61,5,25,139,422,Neutral,Leisure
29,61,39,87,382,Neutral,Leisure
41,5,51,180,362,Sad,Leisure
88,41,152,174,302,Sad,Leisure
108,20,200,97,313,Energetic,Leisure
152,85,212,46,431,Happy,Leisure
107,86,91,174,448,Sad,Leisure
50,6,152,43,308,Neutral,Leisure
7,33,162,53,305,Tired,Leisure
106,21,140,45,471,Happy,Leisure
38,14,209,51,323,Happy,Leisure
105,47,0,143,437,Neutral,Productive
171,50,224,180,391,Happy,Leisure
112,14,161,99,303,Neutral,Leisure
92,80,235,110,332,Neutral,Leisure
143,67,44,140,369,Sad,Productive
69,62,138,91,396,Tired,Leisure
75,0,21,174,470,Sad,Leisure
56,47,197,13,346,Neutral,Leisure
130,76,193,142,369,Neutral,Leisure
159,16,207,112,455,Neutral,Leisure
153,45,54,57,454,Happy,Productive
12,75,166,155,463,Energetic,Leisure
20,19,135,8,434,Energetic,Leisure
104,77,97,114,334,Tired,Leisure
175,26,187,5,314,Sad,Productive
135,18,85,158,304,Tired,Leisure
94,38,24,16,383,Sad,Productive
107,42,139,151,399,Neutral,Leisure
88,61,148,89,442,Sad,Leisure
109,74,91,12,352,Sad,Productive
121,55,143,71,464,Happy,Leisure
40,21,33,96,301,Sad,Leisure
147,13,135,89,366,Tired,Leisure
34,71,3,15,397,Happy,Productive
53,47,83,180,375,Happy,Leisure
149,55,24,54,434,Happy,Productive
117,48,48,123,403,Energetic,Leisure
87,90,30,98,440,Energetic,Productive
163,43,70,159,451,Tired,Leisure
121,50,230,16,412,Happy,Leisure
66,47,102,120,367,Energetic,Leisure
74,68,61,105,362,Sad,Leisure
4,70,157,122,410,Neutral,Leisure
96,1,64,177,310,Tired,Leisure
23,69,199,31,374,Happy,Leisure
101,59,14,111,381,Sad,Productive
120,41,222,146,324,Energetic,Leisure
56,66,56,28,321,Happy,Productive
12,73,16,20,340,Tired,Productive
110,22,85,62,451,Happy,Leisure
5,54,211,103,393,Energetic,Leisure
89,67,86,115,324,Tired,Leisure
82,72,163,18,426,Sad,Leisure
164,68,175,123,463,Tired,Leisure
24,48,65,35,393,Energetic,Leisure
36,44,50,52,383,Sad,Leisure
25,83,27,159,374,Energetic,Leisure
17,61,75,97,344,Tired,Leisure
29,47,83,59,392,Happy,Leisure
30,50,161,105,431,Energetic,Leisure
133,69,137,134,420,Neutral,Leisure
172,3,144,42,383,Sad,Leisure
110,70,108,89,396,Energetic,Leisure
96,18,46,175,303,Sad,Leisure
150,42,126,104,376,Tired,Leisure
76,17,153,11,366,Tired,Leisure
2,48,143,49,398,Sad,Leisure
138,55,161,166,309,Energetic,Leisure
156,35,56,117,455,Happy,Productive
170,45,141,27,457,Neutral,Productive
93,32,119,146,348,Neutral,Leisure
155,81,189,118,381,Energetic,Leisure
81,58,193,133,410,Neutral,Leisure
123,75,54,52,368,Happy,Productive
155,58,94,152,364,Neutral,Leisure
126,24,119,72,354,Tired,Leisure
12,32,179,112,427,Tired,Leisure
45,87,94,46,328,Happy,Leisure
48,8,116,87,312,Tired,Leisure
71,34,66,153,466,Happy,Leisure
139,65,180,19,429,Happy,Productive
9,67,137,123,363,Happy,Leisure
102,48,117,130,301,Tired,Leisure
16,84,100,153,434,Happy,Leisure
46,56,22,92,355,Sad,Leisure
95,53,233,66,429,Energetic,Leisure
24,70,239,105,389,Sad,Leisure
124,31,235,46,365,Sad,Leisure
168,81,114,101,382,Neutral,Productive
160,42,143,16,322,Happy,Productive
145,48,24,176,429,Tired,Leisure
56,49,96,3,443,Energetic,Productive
9,50,207,116,328,Neutral,Leisure
160,26,51,108,343,Happy,Productive
2,3,185,23,307,Happy,Leisure
104,35,104,50,392,Energetic,Leisure
112,19,107,79,404,Sad,Leisure
127,49,134,114,418,Tired,Leisure
116,42,133,142,359,Happy,Leisure
160,80,155,142,332,Neutral,Leisure
43,65,104,12,452,Neutral,Leisure
109,22,108,70,395,Neutral,Leisure
161,75,43,60,366,Neutral,Productive
37,29,34,29,418,Sad,Productive
145,52,78,20,466,Neutral,Productive
134,13,61,89,417,Energetic,Leisure
148,70,54,14,390,Happy,Productive
119,17,221,60,388,Happy,Leisure
29,20,206,65,457,Energetic,Leisure
16,45,17,66,420,Energetic,Leisure
90,26,47,111,332,Sad,Leisure
92,88,141,161,343,Neutral,Leisure
163,81,177,37,452,Energetic,Productive
40,29,91,163,358,Tired,Leisure
67,80,158,53,470,Happy,Leisure
24,46,52,101,365,Happy,Leisure
144,72,179,71,405,Neutral,Leisure
85,46,200,101,368,Happy,Leisure
166,60,63,100,446,Energetic,Productive
25,77,82,118,442,Happy,Leisure
179,55,78,3,339,Neutral,Productive
111,5,19,147,320,Neutral,Leisure
50,74,34,135,426,Happy,Leisure
43,66,153,170,436,Neutral,Leisure
72,68,223,45,388,Sad,Leisure
7,19,126,46,311,Tired,Leisure
173,1,108,112,408,Energetic,Leisure
143,3,204,16,393,Sad,Leisure
98,60,101,180,373,Sad,Leisure
11,20,23,169,393,Tired,Leisure
163,19,79,139,449,Neutral,Leisure
123,73,207,48,443,Energetic,Leisure
127,39,178,22,421,Neutral,Leisure
8,29,150,143,416,Energetic,Leisure
150,34,58,150,458,Sad,Leisure
135,19,70,135,353,Tired,Leisure
54,10,99,115,392,Tired,Leisure
164,27,165,137,373,Energetic,Leisure
144,4,102,38,305,Energetic,Productive
152,34,21,12,352,Energetic,Productive
103,30,19,23,380,Tired,Productive
122,45,156,112,466,Sad,Leisure
127,79,27,43,393,Happy,Productive
54,72,215,177,466,Energetic,Leisure
38,88,23,73,344,Energetic,Productive
27,41,75,70,329,Tired,Leisure
66,79,144,13,317,Tired,Leisure
14,23,2,89,408,Tired,Leisure
7,6,37,82,384,Happy,Leisure
127,29,15,50,431,Energetic,Productive
87,72,101,113,471,Sad,Leisure
40,50,4,53,435,Sad,Productive
21,73,25,152,358,Tired,Leisure
137,81,203,133,388,Tired,Leisure
75,40,66,102,347,Sad,Leisure
7,42,32,88,380,Energetic,Leisure
76,49,9,142,314,Tired,Leisure
117,10,20,58,361,Sad,Productive
53,16,111,179,418,Tired,Leisure
98,67,70,113,406,Sad,Leisure
132,60,178,65,464,Happy,Leisure
158,8,95,53,345,Neutral,Productive
94,14,25,69,407,Sad,Productive
75,7,163,35,322,Tired,Leisure
99,45,50,106,365,Happy,Leisure
156,23,230,100,409,Neutral,Leisure
165,77,173,37,394,Happy,Productive
12,44,58,111,337,Energetic,Leisure
71,65,178,144,316,Tired,Leisure
100,80,69,4,401,Happy,Productive
72,77,37,139,352,Neutral,Leisure
164,5,1,119,302,Sad,Productive
31,86,190,26,457,Neutral,Leisure
141,59,219,175,408,Tired,Leisure
60,63,236,110,312,Energetic,Leisure
108,34,227,47,357,Happy,Leisure
102,56,220,157,427,Tired,Leisure
169,81,169,173,412,Happy,Leisure
77,5,140,91,406,Sad,Leisure
67,17,84,21,422,Sad,Leisure
167,17,230,82,431,Neutral,Leisure
161,19,79,17,387,Neutral,Productive
57,46,179,110,412,Happy,Leisure
5,18,8,12,397,Neutral,Productive
14,27,18,151,473,Sad,Leisure
142,37,109,176,456,Neutral,Leisure
126,17,10,52,443,Tired,Productive
128,52,199,114,336,Sad,Leisure
91,42,167,144,377,Happy,Leisure
45,47,16,112,438,Neutral,Leisure
77,26,72,105,455,Neutral,Leisure
31,52,94,2,342,Sad,Leisure
161,44,79,117,471,Neutral,Productive
24,75,217,159,341,Sad,Leisure
131,42,121,66,358,Neutral,Leisure
155,51,85,49,394,Neutral,Productive
148,55,193,172,437,Happy,Leisure
138,10,44,147,436,Tired,Leisure
102,77,87,51,419,Energetic,Productive
144,4,147,33,446,Sad,Leisure
67,57,73,34,328,Happy,Productive
148,47,54,80,477,Tired,Productive
172,19,4,121,362,Sad,Productive
92,17,216,90,473,Happy,Leisure
34,50,113,120,348,Happy,Leisure
112,66,184,80,416,Tired,Leisure
99,38,208,144,443,Neutral,Leisure
73,65,183,6,318,Neutral,Leisure
10,59,147,149,363,Energetic,Leisure
10,44,185,164,443,Happy,Leisure
21,40,205,20,325,Sad,Leisure
23,28,43,119,449,Energetic,Leisure
108,18,39,15,329,Neutral,Productive
2,12,213,80,354,Tired,Leisure
173,45,207,125,307,Tired,Leisure
120,56,235,32,477,Sad,Leisure
159,89,116,131,466,Energetic,Productive
164,85,99,129,328,Happy,Productive
65,54,134,128,322,Neutral,Leisure
106,33,91,80,428,Neutral,Leisure
50,84,106,153,385,Energetic,Leisure
11,59,37,54,315,Sad,Leisure
154,35,81,53,424,Happy,Productive
52,35,6,121,410,Happy,Leisure
148,21,32,15,444,Energetic,Productive
29,32,25,63,413,Energetic,Leisure
97,45,84,33,336,Energetic,Productive
118,42,158,102,300,Sad,Leisure
64,24,54,170,344,Happy,Leisure
27,74,53,116,417,Energetic,Leisure
50,20,114,42,346,Neutral,Leisure
132,78,176,48,418,Happy,Leisure
140,61,113,145,339,Energetic,Leisure
144,21,43,16,459,Energetic,Productive
45,61,1,107,329,Happy,Leisure
156,7,212,172,387,Neutral,Leisure
178,38,174,122,459,Happy,Leisure
90,82,22,132,446,Sad,Productive
70,33,16,6,374,Neutral,Productive
37,89,33,90,474,Neutral,Productive
107,25,96,63,363,Sad,Leisure
85,79,52,163,347,Tired,Leisure
86,66,178,39,416,Neutral,Leisure
155,16,145,49,307,Sad,Leisure
144,71,189,127,462,Energetic,Leisure
138,66,181,79,359,Tired,Leisure
106,39,154,98,382,Sad,Leisure
111,51,172,106,477,Neutral,Leisure
99,12,187,119,330,Energetic,Leisure
129,8,214,108,409,Tired,Leisure
14,49,68,177,421,Energetic,Leisure
17,78,177,137,466,Energetic,Leisure
5,89,150,169,350,Sad,Leisure
164,80,59,40,440,Sad,Productive
17,80,221,162,425,Happy,Leisure
136,8,48,131,442,Sad,Leisure
59,3,225,170,434,Tired,Leisure
34,5,153,57,327,Neutral,Leisure
150,18,202,127,393,Sad,Leisure
174,72,151,117,390,Sad,Leisure
142,7,15,8,453,Happy,Productive
140,76,216,86,460,Neutral,Leisure
99,50,1,112,316,Tired,Productive
137,2,13,60,427,Happy,Productive
62,2,231,170,390,Happy,Leisure
13,53,79,133,452,Energetic,Leisure
121,54,95,32,331,Neutral,Productive
164,68,50,113,448,Neutral,Productive
114,56,148,64,431,Happy,Leisure
179,45,84,143,310,Energetic,Leisure
38,25,229,136,303,Energetic,Leisure
64,40,153,137,480,Tired,Leisure
35,60,203,179,475,Happy,Leisure
90,11,206,119,401,Neutral,Leisure
146,77,53,71,349,Sad,Productive
94,22,88,137,352,Energetic,Leisure
72,16,203,57,397,Tired,Leisure
25,20,210,165,429,Neutral,Leisure
166,5,188,12,427,Happy,Leisure
61,1,39,64,336,Sad,Leisure
120,13,72,43,364,Neutral,Productive
67,22,174,22,340,Sad,Leisure
26,5,2,89,465,Tired,Leisure
3,57,101,139,440,Energetic,Leisure
167,55,224,71,390,Sad,Leisure
13,13,1,100,474,Sad,Leisure
34,29,104,148,434,Tired,Leisure
19,84,153,52,413,Neutral,Leisure
160,46,204,147,470,Happy,Leisure
136,24,228,35,436,Neutral,Leisure
128,29,195,125,466,Neutral,Leisure
93,36,228,7,435,Happy,Leisure
33,4,216,86,363,Neutral,Leisure
10,65,172,124,458,Energetic,Leisure
26,36,20,1,432,Happy,Productive
44,72,47,117,412,Sad,Leisure
150,59,22,159,469,Tired,Productive
103,16,66,69,443,Neutral,Leisure
159,68,237,126,453,Sad,Leisure
36,38,52,85,468,Tired,Leisure
17,70,97,150,325,Sad,Leisure
22,58,44,13,454,Sad,Productive
101,16,99,131,428,Happy,Leisure
112,71,223,159,415,Neutral,Leisure
114,68,228,137,334,Tired,Leisure
143,30,95,152,370,Neutral,Leisure
85,35,174,10,410,Sad,Leisure
96,25,170,28,381,Neutral,Leisure
168,12,186,141,412,Happy,Leisure
117,16,212,15,333,Happy,Leisure
73,64,181,32,379,Sad,Leisure
38,3,210,67,467,Energetic,Leisure
84,9,136,123,323,Neutral,Leisure
17,10,176,113,475,Happy,Leisure
55,64,9,128,408,Happy,Leisure
38,19,80,93,423,Neutral,Leisure
157,55,82,60,468,Energetic,Productive
164,83,159,164,374,Happy,Leisure
83,36,24,160,342,Sad,Leisure
87,39,109,175,436,Energetic,Leisure
80,15,62,98,340,Neutral,Leisure
41,75,64,51,323,Happy,Productive
173,71,1,129,349,Tired,Productive
70,47,212,72,401,Energetic,Leisure
132,28,31,172,431,Sad,Leisure
140,53,127,84,419,Energetic,Leisure
136,55,6,143,463,Neutral,Productive
103,46,170,13,320,Tired,Leisure
49,27,232,68,342,Sad,Leisure
30,10,30,77,374,Sad,Leisure
144,46,200,28,413,Neutral,Leisure
157,66,33,82,376,Neutral,Productive
117,75,36,138,424,Neutral,Productive
21,67,82,0,468,Happy,Productive
1,33,115,58,392,Sad,Leisure
174,42,47,65,386,Happy,Productive
28,39,125,165,381,Sad,Leisure
31,34,234,117,369,Sad,Leisure
110,73,114,97,437,Neutral,Leisure
136,59,205,62,416,Sad,Leisure
69,41,123,16,390,Tired,Leisure
140,18,14,29,396,Energetic,Productive
142,37,8,94,398,Happy,Productive
170,63,84,180,466,Neutral,Leisure
169,34,65,94,474,Tired,Productive
27,0,143,51,463,Tired,Leisure
35,55,129,105,374,Neutral,Leisure
175,72,35,116,379,Tired,Productive
18,83,174,150,464,Sad,Leisure
53,25,63,66,474,Happy,Leisure
154,4,173,33,410,Neutral,Leisure
110,16,130,60,389,Neutral,Leisure
138,11,78,58,403,Sad,Productive
112,84,211,44,449,Neutral,Leisure
155,52,39,133,371,Happy,Productive
127,71,80,24,406,Energetic,Productive
74,70,182,10,480,Neutral,Leisure
117,82,129,47,352,Sad,Productive
134,33,177,127,442,Energetic,Leisure
64,82,187,180,368,Energetic,Leisure
137,32,117,5,454,Sad,Productive
121,25,207,92,325,Happy,Leisure
101,64,88,58,459,Tired,Productive
3,18,118,68,418,Neutral,Leisure
35,64,125,78,460,Tired,Leisure
23,28,231,56,421,Energetic,Leisure
161,11,165,114,342,Sad,Leisure
87,20,221,173,388,Sad,Leisure
76,52,159,16,439,Energetic,Leisure
106,66,212,63,312,Energetic,Leisure
2,15,4,60,370,Neutral,Leisure
70,19,157,76,397,Happy,Leisure
28,61,47,46,436,Tired,Leisure
74,41,15,79,336,Energetic,Productive
170,60,182,87,472,Tired,Leisure
32,1,238,68,443,Energetic,Leisure
73,30,78,26,411,Energetic,Leisure
4,52,228,93,348,Tired,Leisure
109,39,98,142,442,Happy,Leisure
162,74,207,41,404,Sad,Leisure
178,47,30,3,412,Neutral,Productive
42,21,101,79,351,Neutral,Leisure
62,27,159,177,366,Sad,Leisure
44,72,131,152,429,Tired,Leisure
109,21,232,59,372,Happy,Leisure
91,51,201,142,347,Tired,Leisure
91,72,32,43,326,Energetic,Productive
144,58,157,41,415,Neutral,Productive
146,65,186,117,444,Sad,Leisure
8,66,227,132,374,Neutral,Leisure
156,85,174,129,415,Sad,Leisure
69,50,171,53,317,Energetic,Leisure
147,42,198,118,402,Sad,Leisure
175,44,0,171,474,Tired,Productive
38,9,216,35,466,Neutral,Leisure
168,13,80,36,321,Happy,Productive
30,83,223,120,445,Neutral,Leisure
132,74,42,101,342,Neutral,Productive
32,80,154,142,389,Happy,Leisure
44,6,66,26,336,Neutral,Leisure
102,87,160,144,388,Tired,Leisure
136,26,179,141,462,Sad,Leisure
48,82,113,116,390,Energetic,Leisure
92,66,69,177,446,Tired,Leisure
48,90,144,63,422,Tired,Leisure
139,29,95,114,339,Tired,Leisure
17,28,145,48,453,Neutral,Leisure
8,50,44,118,347,Sad,Leisure
136,76,220,38,477,Happy,Leisure
59,42,1,175,300,Sad,Leisure
132,77,128,134,473,Happy,Leisure
131,59,133,46,368,Neutral,Productive
176,84,193,160,472,Sad,Leisure
39,10,184,163,371,Energetic,Leisure
5,68,27,138,419,Sad,Leisure
175,10,36,132,412,Sad,Productive
33,9,133,144,380,Sad,Leisure
160,56,139,113,318,Happy,Leisure
82,55,95,135,459,Tired,Leisure
16,10,221,175,312,Tired,Leisure
170,52,186,148,428,Happy,Leisure
144,24,90,174,422,Energetic,Leisure
101,87,21,70,418,Happy,Productive
106,6,214,41,396,Sad,Leisure
114,31,196,179,372,Neutral,Leisure
130,73,34,127,314,Happy,Productive
39,18,137,24,361,Sad,Leisure
40,78,235,12,453,Neutral,Leisure
112,86,83,11,439,Sad,Productive
71,42,87,177,353,Energetic,Leisure
58,86,191,74,393,Happy,Leisure
157,68,223,85,325,Sad,Leisure
147,6,64,19,403,Happy,Productive
86,1,52,133,422,Sad,Leisure
71,87,118,85,404,Energetic,Leisure
18,58,161,133,409,Happy,Leisure
156,18,196,179,310,Happy,Leisure
43,52,37,36,300,Sad,Productive
149,86,163,152,397,Happy,Leisure
147,10,67,74,308,Happy,Productive
164,12,94,38,417,Sad,Productive
145,51,5,93,446,Tired,Productive
145,33,153,92,315,Tired,Leisure
5,5,14,19,304,Happy,Leisure
152,65,162,137,354,Sad,Leisure
24,16,174,61,355,Neutral,Leisure
179,88,50,26,447,Tired,Productive
7,19,204,124,330,Happy,Leisure
119,3,116,14,382,Neutral,Leisure
55,90,91,179,338,Tired,Leisure
130,43,64,60,388,Tired,Productive
41,24,206,119,344,Energetic,Leisure
103,39,136,140,384,Sad,Leisure
13,22,23,29,355,Happy,Leisure
169,32,51,117,377,Tired,Productive
177,13,184,12,438,Happy,Leisure
166,53,236,82,361,Tired,Leisure
124,39,205,5,393,Sad,Leisure
145,82,174,104,366,Sad,Leisure
173,58,154,130,474,Sad,Leisure
160,34,232,87,420,Sad,Leisure
70,89,150,82,378,Neutral,Leisure
106,85,230,169,407,Happy,Leisure
64,32,63,122,443,Happy,Leisure
65,32,11,157,383,Sad,Leisure
143,77,49,27,306,Sad,Productive
39,87,127,38,417,Sad,Leisure
118,12,41,63,410,Tired,Productive
40,7,196,64,397,Energetic,Leisure
27,44,182,80,457,Happy,Leisure
156,29,62,43,478,Sad,Productive
80,26,74,12,394,Tired,Productive
60,1,150,118,441,Happy,Leisure
124,63,160,154,370,Sad,Leisure
135,41,51,67,410,Tired,Productive
88,42,38,88,306,Happy,Productive
31,10,70,102,437,Happy,Leisure
57,57,171,116,333,Neutral,Leisure
41,76,31,0,397,Energetic,Productive
68,33,2,158,479,Sad,Leisure
34,89,107,176,450,Happy,Leisure
158,5,217,61,305,Tired,Leisure
180,76,190,10,353,Neutral,Productive
124,45,95,22,376,Happy,Productive
16,89,17,71,375,Sad,Productive
25,62,16,109,476,Tired,Leisure
51,68,75,136,346,Happy,Leisure
35,41,87,14,413,Happy,Leisure
70,57,166,112,301,Happy,Leisure
83,73,114,65,381,Tired,Leisure
148,71,146,110,467,Sad,Leisure
84,53,24,131,448,Neutral,Leisure
37,19,89,84,459,Tired,Leisure
143,74,215,45,335,Sad,Leisure
172,10,186,48,470,Sad,Leisure
117,29,195,177,392,Tired,Leisure
144,30,0,112,317,Sad,Productive
129,72,11,29,380,Sad,Productive
115,50,190,63,313,Tired,Leisure
148,55,178,23,471,Neutral,Productive
134,10,5,160,304,Sad,Leisure
81,89,60,21,325,Sad,Productive
136,64,185,9,363,Energetic,Productive
9,88,48,120,440,Energetic,Leisure
60,64,161,155,392,Tired,Leisure
154,58,165,141,451,Happy,Leisure
144,80,1,57,449,Energetic,Productive
22,58,116,165,353,Sad,Leisure
12,76,52,159,390,Neutral,Leisure
58,78,206,138,369,Neutral,Leisure
129,90,11,6,477,Neutral,Productive
26,1,75,69,380,Happy,Leisure
91,48,89,147,372,Tired,Leisure
41,81,79,63,319,Sad,Leisure
48,64,169,24,314,Tired,Leisure
56,84,56,76,445,Tired,Productive
95,38,165,160,450,Sad,Leisure
175,17,63,60,325,Happy,Productive
84,34,34,170,318,Neutral,Leisure
46,8,236,55,403,Sad,Leisure
32,75,224,5,344,Sad,Leisure
82,77,169,66,405,Sad,Leisure
75,66,166,173,400,Sad,Leisure
155,50,22,28,318,Sad,Productive
21,31,112,11,315,Energetic,Leisure
116,51,221,53,338,Happy,Leisure
164,39,176,43,412,Neutral,Leisure
88,43,90,1,398,Tired,Productive
87,64,132,34,390,Sad,Leisure
73,77,145,46,343,Tired,Leisure
155,13,63,55,429,Neutral,Productive
125,81,240,65,447,Sad,Leisure
18,2,6,136,314,Tired,Leisure
90,28,30,144,401,Neutral,Leisure
120,15,111,125,474,Tired,Leisure
9,68,49,21,368,Energetic,Productive
90,23,161,19,321,Sad,Leisure
57,45,115,114,458,Happy,Leisure
144,53,125,117,437,Sad,Leisure
49,19,147,33,371,Energetic,Leisure
14,61,7,48,322,Energetic,Productive
138,68,218,96,395,Happy,Leisure
105,61,199,123,424,Tired,Leisure
89,15,172,92,418,Tired,Leisure
170,75,72,42,300,Sad,Productive
138,15,194,155,341,Happy,Leisure
118,0,128,62,307,Neutral,Leisure
141,46,135,175,424,Energetic,Leisure
121,42,76,34,322,Sad,Productive
24,4,123,133,376,Happy,Leisure
27,58,47,101,434,Energetic,Leisure
133,53,134,113,432,Neutral,Leisure
14,58,149,139,310,Tired,Leisure
5,11,102,114,316,Happy,Leisure
28,38,88,118,301,Tired,Leisure
145,40,150,137,479,Happy,Leisure
133,1,1,107,392,Energetic,Productive
31,5,224,87,457,Sad,Leisure
26,0,130,103,335,Tired,Leisure
63,17,130,84,431,Happy,Leisure
8,43,18,156,330,Neutral,Leisure
132,89,193,156,395,Happy,Leisure
120,44,52,94,339,Tired,Productive
163,45,107,175,418,Sad,Leisure
177,69,139,64,339,Sad,Productive
94,46,141,175,401,Neutral,Leisure
94,56,101,152,309,Energetic,Leisure
139,62,220,22,305,Tired,Leisure
48,61,93,11,391,Sad,Productive
179,55,166,64,395,Energetic,Productive
104,24,216,139,336,Tired,Leisure
146,51,161,125,416,Neutral,Leisure
66,15,135,137,302,Tired,Leisure
83,67,92,73,425,Sad,Leisure
102,10,12,166,472,Happy,Leisure
100,3,83,106,465,Energetic,Leisure
175,74,187,60,398,Energetic,Productive
13,37,134,36,457,Tired,Leisure
114,2,155,42,355,Sad,Leisure
160,58,55,40,366,Tired,Productive
5,16,44,39,340,Neutral,Leisure
78,53,19,92,410,Neutral,Productive
161,83,16,145,395,Sad,Productive
38,19,124,127,397,Energetic,Leisure
64,67,87,87,343,Tired,Leisure
101,47,197,39,372,Happy,Leisure
160,12,81,112,464,Energetic,Leisure
78,49,114,76,392,Energetic,Leisure
150,53,184,54,317,Tired,Leisure
171,15,60,92,335,Neutral,Productive
93,31,131,84,416,Energetic,Leisure
154,2,100,30,474,Happy,Productive
77,72,193,7,391,Sad,Leisure
91,32,21,146,303,Happy,Leisure
17,69,120,18,376,Tired,Leisure
2,49,75,19,358,Happy,Leisure
177,65,9,86,448,Tired,Productive
168,0,183,74,318,Energetic,Leisure
25,16,86,79,397,Tired,Leisure
111,36,38,7,313,Sad,Productive
49,23,60,103,463,Tired,Leisure
19,48,95,44,465,Neutral,Leisure
44,13,234,76,444,Happy,Leisure
172,18,140,86,420,Happy,Leisure
105,59,160,134,412,Happy,Leisure
163,15,44,106,367,Tired,Productive
65,48,75,10,334,Happy,Productive
111,74,45,1,376,Neutral,Productive
85,9,107,97,418,Tired,Leisure
88,69,89,99,394,Happy,Leisure
20,38,227,59,332,Neutral,Leisure
176,18,114,176,409,Neutral,Leisure
127,33,209,36,382,Neutral,Leisure
18,26,43,91,476,Sad,Leisure
157,77,33,24,318,Tired,Productive
46,48,188,34,372,Neutral,Leisure
33,49,105,88,439,Energetic,Leisure
170,81,68,14,466,Tired,Productive
3,38,84,24,403,Energetic,Leisure
60,42,71,87,464,Energetic,Leisure
146,44,143,51,406,Tired,Leisure
173,69,153,79,448,Neutral,Productive
108,34,167,136,323,Tired,Leisure
159,42,228,44,468,Neutral,Leisure
90,28,229,90,369,Tired,Leisure
56,2,118,167,358,Energetic,Leisure
58,8,219,153,354,Energetic,Leisure
110,64,42,126,352,Tired,Productive
5,45,10,51,325,Happy,Leisure
142,89,87,11,405,Sad,Productive
119,85,1,104,388,Tired,Productive
77,30,77,121,341,Neutral,Leisure
41,47,151,88,356,Tired,Leisure
160,50,195,68,390,Happy,Leisure
145,37,81,89,448,Tired,Productive
130,74,0,144,311,Happy,Productive
23,84,165,159,371,Neutral,Leisure
121,19,224,149,412,Happy,Leisure
101,21,87,90,387,Sad,Leisure
80,81,237,137,354,Neutral,Leisure
97,66,162,87,467,Neutral,Leisure
143,90,20,113,385,Tired,Productive
124,13,204,119,415,Energetic,Leisure
164,77,227,141,326,Energetic,Leisure
168,79,142,127,314,Sad,Leisure
114,17,4,104,455,Tired,Productive
142,52,79,135,451,Neutral,Leisure
26,26,142,65,334,Happy,Leisure
52,30,129,135,460,Sad,Leisure
55,83,213,123,378,Energetic,Leisure
95,80,1,7,416,Neutral,Productive
23,75,53,146,439,Sad,Leisure
151,35,51,42,411,Sad,Productive
171,26,224,176,422,Energetic,Leisure
